0.382716049,0.351851852,0.358024691,0.382716049,0.481481481,0.444444444,0.37037037,0.432098765,0.37037037,0.395061728,0.419753086,0.419753086,0.395061728,0.395061728,0.481481481,,0.405349794
,,,,,,,,,,,,,,,,
0.456790123,0.481481481,0.382716049,0.395061728,0.37037037,0.407407407,0.358024691,0.543209877,0.456790123,0.382716049,0.333333333,0.419753086,0.407407407,0.358024691,0.382716049,,0.409053498
,,,,,,,,,,,,,,,,
0.395061728,0.425925926,0.432098765,0.419753086,0.407407407,0.395061728,0.37037037,0.481481481,0.382716049,0.407407407,0.382716049,0.345679012,0.395061728,0.469135802,0.382716049,,0.40617284
,,,,,,,,,,,,,,,,
0.382716049,0.407407407,0.382716049,0.444444444,0.419753086,0.395061728,0.419753086,0.37037037,0.395061728,0.333333333,0.395061728,0.358024691,0.49382716,0.432098765,0.395061728,,0.401646091
,,,,,,,,,,,,,,,,
0.407407407,0.425925926,0.407407407,0.432098765,0.382716049,0.407407407,0.395061728,0.49382716,0.444444444,0.37037037,0.444444444,0.444444444,0.419753086,0.345679012,0.407407407,,0.415226337
,,,,,,,,,,,,,,,,
0.395061728,0.425925926,0.444444444,0.432098765,0.469135802,0.49382716,0.37037037,0.407407407,0.37037037,0.382716049,0.432098765,0.407407407,0.382716049,0.358024691,0.407407407,,0.411934156
,,,,,,,,,,,,,,,,
0.469135802,0.351851852,0.407407407,0.395061728,0.432098765,0.444444444,0.37037037,0.419753086,0.395061728,0.382716049,0.358024691,0.419753086,0.419753086,0.49382716,0.395061728,,0.410288066
,,,,,,,,,,,,,,,,
0.345679012,0.333333333,0.469135802,0.469135802,0.481481481,0.419753086,0.358024691,0.432098765,0.358024691,0.530864198,0.407407407,0.481481481,0.345679012,0.469135802,0.395061728,,0.419753086
,,,,,,,,,,,,,,,,
0.395061728,0.333333333,0.444444444,0.395061728,0.49382716,0.407407407,0.37037037,0.456790123,0.444444444,0.345679012,0.567901235,0.358024691,0.444444444,0.345679012,0.407407407,,0.41399177
,,,,,,,,,,,,,,,,
0.444444444,0.425925926,0.481481481,0.456790123,0.382716049,0.456790123,0.395061728,0.419753086,0.395061728,0.444444444,0.419753086,0.382716049,0.308641975,0.382716049,0.407407407,,0.413580247
,,,,,,,,,,,,,,,,
0.407407407,0.351851852,0.395061728,0.37037037,0.419753086,0.382716049,0.358024691,0.345679012,0.456790123,0.481481481,0.419753086,0.432098765,0.407407407,0.358024691,0.382716049,,0.397942387
,,,,,,,,,,,,,,,,
0.432098765,0.425925926,0.50617284,0.432098765,0.37037037,0.333333333,0.49382716,0.419753086,0.308641975,0.358024691,0.395061728,0.345679012,0.382716049,0.37037037,0.419753086,,0.399588477
,,,,,,,,,,,,,,,,
0.456790123,0.5,0.444444444,0.407407407,0.407407407,0.444444444,0.407407407,0.358024691,0.407407407,0.407407407,0.395061728,0.358024691,0.481481481,0.358024691,0.407407407,,0.416049383
,,,,,,,,,,,,,,,,
0.345679012,0.333333333,0.37037037,0.407407407,0.382716049,0.395061728,0.419753086,0.432098765,0.358024691,0.530864198,0.444444444,0.456790123,0.37037037,0.419753086,0.37037037,,0.402469136
,,,,,,,,,,,,,,,,
0.419753086,0.425925926,0.419753086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.296296296,0.444444444,0.37037037,0.271604938,0.24691358,0.35,0.345679012,0.345679012,0.283950617,0.382716049,0.320987654,0.24691358,0.358024691,0.283950617,0.456790123,,0.333621399
,,,,,,,,,,,,,,,,
0.358024691,0.296296296,0.308641975,0.296296296,0.320987654,0.3125,0.333333333,0.296296296,0.320987654,0.345679012,0.320987654,0.345679012,0.358024691,0.271604938,0.308641975,,0.319598765
,,,,,,,,,,,,,,,,
0.320987654,0.5,0.382716049,0.407407407,0.308641975,0.225,0.345679012,0.345679012,0.333333333,0.320987654,0.308641975,0.333333333,0.296296296,0.444444444,0.308641975,,0.345452675
,,,,,,,,,,,,,,,,
0.296296296,0.314814815,0.345679012,0.271604938,0.395061728,0.2875,0.320987654,0.333333333,0.358024691,0.395061728,0.308641975,0.320987654,0.432098765,0.333333333,0.37037037,,0.338919753
,,,,,,,,,,,,,,,,
0.308641975,0.333333333,0.320987654,0.271604938,0.333333333,0.3375,0.296296296,0.296296296,0.259259259,0.234567901,0.444444444,0.358024691,0.358024691,0.358024691,0.308641975,,0.321265432
,,,,,,,,,,,,,,,,
0.37037037,0.333333333,0.382716049,0.283950617,0.296296296,0.4125,0.320987654,0.320987654,0.395061728,0.308641975,0.320987654,0.320987654,0.333333333,0.283950617,0.333333333,,0.334495885
,,,,,,,,,,,,,,,,
