0.37037037,0.361111111,0.364197531,0.308641975,0.308641975,0.388888889,0.333333333,0.37654321,0.419753086,0.475308642,0.314814815,0.382716049,0.308641975,0.333333333,0.37037037,,0.361111111
,,,,,,,,,,,,,,,,#DIV/0!
0.37654321,0.453703704,0.320987654,0.271604938,0.320987654,0.358024691,0.382716049,0.271604938,0.296296296,0.37654321,0.358024691,0.25308642,0.290123457,0.339506173,0.358024691,,0.335185185
,,,,,,,,,,,,,,,,#DIV/0!
0.327160494,0.416666667,0.358024691,0.296296296,0.364197531,0.314814815,0.37654321,0.364197531,0.345679012,0.339506173,0.320987654,0.265432099,0.327160494,0.364197531,0.327160494,,0.340534979
,,,,,,,,,,,,,,,,#DIV/0!
0.37654321,0.342592593,0.351851852,0.401234568,0.407407407,0.327160494,0.438271605,0.327160494,0.37654321,0.271604938,0.407407407,0.259259259,0.283950617,0.327160494,0.351851852,,0.35
,,,,,,,,,,,,,,,,#DIV/0!
0.259259259,0.361111111,0.327160494,0.302469136,0.345679012,0.290123457,0.327160494,0.358024691,0.302469136,0.308641975,0.37654321,0.425925926,0.290123457,0.240740741,0.290123457,,0.32037037
,,,,,,,,,,,,,,,,#DIV/0!
0.283950617,0.351851852,0.339506173,0.345679012,0.320987654,0.271604938,0.401234568,0.37037037,0.302469136,0.333333333,0.296296296,0.358024691,0.475308642,0.296296296,0.388888889,,0.342386831
,,,,,,,,,,,,,,,,#DIV/0!
0.438271605,0.472222222,0.314814815,0.283950617,0.438271605,0.438271605,0.308641975,0.382716049,0.283950617,0.308641975,0.395061728,0.333333333,0.407407407,0.345679012,0.37654321,,0.368518519
,,,,,,,,,,,,,,,,#DIV/0!
0.444444444,0.388888889,0.432098765,0.37037037,0.388888889,0.413580247,0.290123457,0.364197531,0.327160494,0.351851852,0.407407407,0.333333333,0.358024691,0.327160494,0.401234568,,0.373251029
,,,,,,,,,,,,,,,,#DIV/0!
0.395061728,0.37962963,0.339506173,0.364197531,0.345679012,0.395061728,0.401234568,0.407407407,0.296296296,0.320987654,0.277777778,0.314814815,0.351851852,0.327160494,0.382716049,,0.353292181
,,,,,,,,,,,,,,,,#DIV/0!
0.339506173,0.435185185,0.320987654,0.401234568,0.407407407,0.327160494,0.388888889,0.345679012,0.351851852,0.296296296,0.413580247,0.469135802,0.345679012,0.382716049,0.314814815,,0.369341564
,,,,,,,,,,,,,,,,#DIV/0!
0.283950617,0.444444444,0.444444444,0.413580247,0.388888889,0.265432099,0.345679012,0.425925926,0.358024691,0.419753086,0.364197531,0.339506173,0.333333333,0.358024691,0.302469136,,0.365843621
,,,,,,,,,,,,,,,,#DIV/0!
0.351851852,0.398148148,0.351851852,0.345679012,0.333333333,0.320987654,0.333333333,0.351851852,0.339506173,0.351851852,0.358024691,0.320987654,0.277777778,0.283950617,0.339506173,,0.337242798
,,,,,,,,,,,,,,,,#DIV/0!
0.364197531,0.277777778,0.351851852,0.364197531,0.37654321,0.296296296,0.382716049,0.345679012,0.259259259,0.388888889,0.407407407,0.37037037,0.259259259,0.24691358,0.401234568,,0.339506173
,,,,,,,,,,,,,,,,#DIV/0!
0.351851852,0.398148148,0.320987654,0.382716049,0.308641975,0.358024691,0.320987654,0.388888889,0.37654321,0.364197531,0.314814815,0.308641975,0.308641975,0.259259259,0.450617284,,0.347530864
,,,,,,,,,,,,,,,,#DIV/0!
0.395061728,0.333333333,0.425925926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.384773663
,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,#DIV/0!
0.320987654,0.37037037,0.296296296,0.358024691,0.320987654,0.3125,0.333333333,0.395061728,0.358024691,0.308641975,0.271604938,0.358024691,0.345679012,0.358024691,0.419753086,,0.341820988
,,,,,,,,,,,,,,,,#DIV/0!
0.296296296,0.407407407,0.407407407,0.432098765,0.37037037,0.3625,0.222222222,0.308641975,0.259259259,0.283950617,0.358024691,0.24691358,0.296296296,0.333333333,0.320987654,,0.327047325
,,,,,,,,,,,,,,,,#DIV/0!
0.37037037,0.351851852,0.395061728,0.271604938,0.259259259,0.3375,0.345679012,0.271604938,0.358024691,0.283950617,0.382716049,0.382716049,0.296296296,0.37037037,0.419753086,,0.339783951
,,,,,,,,,,,,,,,,#DIV/0!
0.382716049,0.314814815,0.259259259,0.358024691,0.358024691,0.3625,0.259259259,0.358024691,0.345679012,0.358024691,0.358024691,0.333333333,0.395061728,0.24691358,0.24691358,,0.329104938
,,,,,,,,,,,,,,,,#DIV/0!
0.320987654,0.388888889,0.382716049,0.382716049,0.320987654,0.35,0.37037037,0.296296296,0.24691358,0.345679012,0.296296296,0.37037037,0.333333333,0.234567901,0.308641975,,0.329917695
,,,,,,,,,,,,,,,,#DIV/0!
0.24691358,0.277777778,0.358024691,0.283950617,0.358024691,0.2875,0.283950617,0.308641975,0.333333333,0.358024691,0.296296296,0.234567901,0.345679012,0.407407407,0.320987654,,0.31340535
,,,,,,,,,,,,,,,,#DIV/0!
0.296296296,0.333333333,0.358024691,0.271604938,0.37037037,0.4,0.320987654,0.382716049,0.333333333,0.345679012,0.37037037,0.333333333,0.345679012,0.320987654,0.37037037,,0.343539095
,,,,,,,,,,,,,,,,#DIV/0!
