0.345679012,0.407407407,0.388888889,0.358024691,0.444444444,0.351851852,0.395061728,0.407407407,0.37654321,0.382716049,0.388888889,0.401234568,0.37037037,0.407407407,0.358024691,,0.385596708,,
,,,,,,,,,,,,,,,,,,
0.395061728,0.481481481,0.37037037,0.358024691,0.413580247,0.358024691,0.425925926,0.413580247,0.413580247,0.339506173,0.395061728,0.456790123,0.456790123,0.37037037,0.339506173,,0.399176955,,
,,,,,,,,,,,,,,,,,,
0.382716049,0.407407407,0.358024691,0.382716049,0.364197531,0.37037037,0.444444444,0.382716049,0.407407407,0.37654321,0.382716049,0.333333333,0.444444444,0.432098765,0.364197531,,0.388888889,,
,,,,,,,,,,,,,,,,,,
0.339506173,0.388888889,0.388888889,0.432098765,0.395061728,0.388888889,0.382716049,0.395061728,0.37654321,0.438271605,0.351851852,0.364197531,0.419753086,0.419753086,0.395061728,,0.391769547,,
,,,,,,,,,,,,,,,,,,
0.419753086,0.444444444,0.37654321,0.419753086,0.419753086,0.413580247,0.413580247,0.345679012,0.37037037,0.37654321,0.401234568,0.382716049,0.345679012,0.388888889,0.419753086,,0.395884774,,
,,,,,,,,,,,,,,,,,,
0.327160494,0.361111111,0.37037037,0.382716049,0.432098765,0.382716049,0.351851852,0.388888889,0.333333333,0.382716049,0.425925926,0.382716049,0.351851852,0.364197531,0.333333333,,0.371399177,,
,,,,,,,,,,,,,,,,,,
0.382716049,0.351851852,0.339506173,0.37037037,0.419753086,0.364197531,0.425925926,0.382716049,0.339506173,0.37037037,0.37037037,0.345679012,0.333333333,0.456790123,0.425925926,,0.378600823,,
,,,,,,,,,,,,,,,,,,
0.37654321,0.361111111,0.388888889,0.444444444,0.450617284,0.37654321,0.382716049,0.407407407,0.413580247,0.432098765,0.364197531,0.37037037,0.388888889,0.419753086,0.425925926,,0.400205761,,
,,,,,,,,,,,,,,,,,,
0.37037037,0.407407407,0.462962963,0.339506173,0.407407407,0.450617284,0.407407407,0.407407407,0.388888889,0.401234568,0.475308642,0.345679012,0.37654321,0.345679012,0.37037037,,0.397119342,,
,,,,,,,,,,,,,,,,,,
0.388888889,0.361111111,0.382716049,0.37037037,0.37654321,0.351851852,0.413580247,0.462962963,0.388888889,0.382716049,0.388888889,0.351851852,0.339506173,0.395061728,0.382716049,,0.382510288,,
,,,,,,,,,,,,,,,,,,
0.395061728,0.37962963,0.358024691,0.395061728,0.345679012,0.37037037,0.419753086,0.401234568,0.419753086,0.364197531,0.425925926,0.438271605,0.358024691,0.37037037,0.388888889,,0.388683128,,
,,,,,,,,,,,,,,,,,,
